GeneSym	UniprotACC	GeneID
GTF3C4	Q9UKN8	9329
ADAMTS7	Q9UKP4	11173
PACSIN3	Q9UKS6	29763
FBXO5	Q9UKT4	26271
FBXO4	Q9UKT5	26272
FBXL3	Q9UKT7	26224
IKZF3	Q9UKT9	22806
HDAC9	Q9UKV0	9734
AMFR	Q9UKV5	267
AGO2	Q9UKV8	27161
VAV3	Q9UKW4	10451
ITGA11	Q9UKX5	22801
NUP50	Q9UKX7	10762
TENM1	Q9UKZ4	10178
BAG5	Q9UL15	9529
TBX21	Q9UL17	30009
AGO1	Q9UL18	26523
BLOC1S6	Q9UL45	26258
PSME2	Q9UL46	5721
TCFL5	Q9UL49	10732
HCN2	Q9UL51	610
TAOK2	Q9UL54	9344
TRPC5	Q9UL62	7224
MYT1L	Q9UL68	23040
RAB23	Q9ULC3	51715
MCTS1	Q9ULC4	28985
INO80	Q9ULG1	54617
KIDINS220	Q9ULH0	57498
KIF26A	Q9ULI4	26153
VANGL2	Q9ULK5	57216
PLXNB3	Q9ULL4	5365
SHROOM4	Q9ULL8	57477
CNOT6	Q9ULM6	57472
NDRG4	Q9ULP0	65009
ZNRF3	Q9ULT6	84133
FZD4	Q9ULV1	8322
CORO1C	Q9ULV4	23603
CBLC	Q9ULV8	23624
TPX2	Q9ULW0	22974
FZD10	Q9ULW2	11211
RAB26	Q9ULW5	25837
AKAP8L	Q9ULX6	26993
STAP1	Q9ULZ2	26228
PYCARD	Q9ULZ3	29108
SLC7A7	Q9UM01	9056
PADI4	Q9UM07	23569
FZR1	Q9UM11	51343
ANAPC10	Q9UM13	10393
MYO6	Q9UM54	4646
PLAGL1	Q9UM63	5325
ALK	Q9UM73	238
TBX20	Q9UMR3	57057
PRPF19	Q9UMS4	27339
UBQLN1	Q9UMX0	29979
SUFU	Q9UMX1	51684
BOK	Q9UMX3	666
SNX12	Q9UMY4	29934
VPS4A	Q9UN37	27183
STUB1	Q9UNE7	10273
PACSIN2	Q9UNF0	11252
TNFSF18	Q9UNG2	8995
SNX6	Q9UNH7	58533
STX8	Q9UNK0	9482
PLA2G2D	Q9UNK4	26279
ING4	Q9UNL4	51147
PSMD13	Q9UNM6	5719
FAF1	Q9UNN5	11124
ST3GAL5	Q9UNP4	8869
PPIE	Q9UNP9	10450
TIMELESS	Q9UNS1	8914
COPS3	Q9UNS2	8533
FZD1	Q9UP38	8321
TFR2	Q9UP52	7036
PLA2G4C	Q9UP65	8605
MACF1	Q9UPN3	23499
CEP131	Q9UPN4	22994
TRIM33	Q9UPN9	51592
PHF8	Q9UPP1	23133
TRIM35	Q9UPQ4	23087
TNRC6B	Q9UPQ9	23112
SMG5	Q9UPR3	23381
SLC8A2	Q9UPR5	6543
USP22	Q9UPT9	23326
AGTPBP1	Q9UPW5	23287
SHANK2	Q9UPX8	22941
DICER1	Q9UPY3	23405
ICK	Q9UPZ9	22858
DNM3	Q9UQ16	26052
RIMS2	Q9UQ26	9699
PA2G4	Q9UQ80	5036
EXO1	Q9UQ84	9156
CDK11A	Q9UQ88	728642
BAIAP2	Q9UQB8	10458
AURKC	Q9UQB9	6795
GAB2	Q9UQC2	9846
SCN8A	Q9UQD0	6334
SMC3	Q9UQE7	9126
HDAC5	Q9UQL6	10014
CAMK2A	Q9UQM7	815
CHMP2B	Q9UQN3	25978
TNN	Q9UQP3	63923
ZNF148	Q9UQR1	7707
LAMP3	Q9UQV4	27074
TRPC6	Q9Y210	7225
JAG2	Q9Y219	3714
SLC22A13	Q9Y226	9390
RUVBL2	Q9Y230	10856
NOD1	Q9Y239	10392
AKT3	Q9Y243	10000
HPSE	Q9Y251	10855
RNF6	Q9Y252	6049
POLH	Q9Y253	5429
PRELID1	Q9Y255	27166
CCL26	Q9Y258	10344
FOXA2	Q9Y261	3170
ANGPT4	Q9Y264	51378
RUVBL1	Q9Y265	8607
ST3GAL6	Q9Y274	10402
ASF1A	Q9Y294	25842
BTRC	Q9Y297	8945
NCKAP1	Q9Y2A7	10787
TLR6	Q9Y2C9	10333
ATF5	Q9Y2D1	22809
ICE1	Q9Y2F5	23379
BTBD3	Q9Y2F9	22903
MYRF	Q9Y2G1	745
ATP11B	Q9Y2G3	23200
SBNO2	Q9Y2G9	22904
INPP5F	Q9Y2H2	22876
PIKFYVE	Q9Y2I7	200576
TBC1D30	Q9Y2I9	23329
EPB41L3	Q9Y2J2	23136
PADI2	Q9Y2J8	11240
ZBTB1	Q9Y2K1	22890
DIS3	Q9Y2L1	22894
TRAPPC8	Q9Y2L5	22878
FAN1	Q9Y2M0	22909
KLHL20	Q9Y2M5	27252
LAMTOR2	Q9Y2Q5	28956
PTPN22	Q9Y2R2	26191
POLR1D	Q9Y2S0	51082
AXIN2	Q9Y2T1	8313
GPR55	Q9Y2T6	9290
MAP3K2	Q9Y2U5	10746
LEMD3	Q9Y2U8	23592
THRAP3	Q9Y2W1	9967
TDRKH	Q9Y2W6	11022
KCNIP3	Q9Y2W7	30818
MED16	Q9Y2X0	10025
UBE2D4	Q9Y2X8	51619
ZNF281	Q9Y2X9	23528
PRG3	Q9Y2Y8	10394
DERA	Q9Y315	51071
SH3GLB1	Q9Y371	51100
CAB39	Q9Y376	51719
SBDS	Q9Y3A5	51119
FIS1	Q9Y3D6	51024
CHMP3	Q9Y3E7	51652
STRAP	Q9Y3F4	11171
FBXO7	Q9Y3I1	25793
RAP2C	Q9Y3L5	57826
CBY1	Q9Y3M2	25776
RABGAP1	Q9Y3P9	23637
HCN4	Q9Y3Q4	10021
WNK2	Q9Y3S1	65268
NOC2L	Q9Y3T9	26155
RPL36	Q9Y3U8	25873
CHTOP	Q9Y3Y2	26097
SAMHD1	Q9Y3Z3	25939
PKP3	Q9Y446	11187
L3MBTL1	Q9Y468	26013
PRKAB1	Q9Y478	5564
MTF2	Q9Y483	22823
ATP6V0A2	Q9Y487	23545
TLN1	Q9Y490	7094
KIF3A	Q9Y496	11127
TRRAP	Q9Y4A5	8295
DCAF1	Q9Y4B6	9730
KDM3A	Q9Y4C1	55818
PLXND1	Q9Y4D7	23129
USP15	Q9Y4E8	9958
RIPOR2	Q9Y4F9	9750
RAPGEF2	Q9Y4G8	9693
IRS2	Q9Y4H2	8660
MYO5A	Q9Y4I1	4644
LOXL2	Q9Y4K0	4017
TRAF6	Q9Y4K3	7189
HYOU1	Q9Y4L1	10525
RNF115	Q9Y4L5	27246
ATG4B	Q9Y4P1	23192
TELO2	Q9Y4R8	9894
MMACHC	Q9Y4U1	25974
AFG3L2	Q9Y4W6	10939
ARIH1	Q9Y4X5	25820
LSM4	Q9Y4Z0	25804
NEUROG3	Q9Y4Z2	50674
LRP12	Q9Y561	29967
SHANK1	Q9Y566	50944
RIPK3	Q9Y572	11035
NUB1	Q9Y5A7	51667
YTHDF2	Q9Y5A9	51441
CTDP1	Q9Y5B0	9150
SUPT16H	Q9Y5B9	11198
ANGPTL3	Q9Y5C1	27329
PCDHB6	Q9Y5E3	56130
HEY1	Q9Y5J3	23462
SPO11	Q9Y5K1	23626
ATP6V1D	Q9Y5K8	51382
HILPDA	Q9Y5L2	29923
HRH3	Q9Y5N1	11255
MAFB	Q9Y5Q3	9935
CORIN	Q9Y5Q5	10699
GTF3C5	Q9Y5Q8	9328
MMP24	Q9Y5R2	10893
DMRT1	Q9Y5R6	1761
CDC42BPB	Q9Y5S2	9578
NOX1	Q9Y5S8	27035
RBM8A	Q9Y5S9	9939
TNFRSF18	Q9Y5U5	8784
KLF2	Q9Y5W3	10365
SNX10	Q9Y5X0	29887
SNX9	Q9Y5X1	51429
NR2E3	Q9Y5X4	10002
LIPG	Q9Y5X9	9388
FLVCR1	Q9Y5Y0	28982
PTGDR2	Q9Y5Y4	11251
PEX16	Q9Y5Y5	9409
SCN10A	Q9Y5Y9	6336
BACE2	Q9Y5Z0	25825
HEBP2	Q9Y5Z4	23593
UBIAD1	Q9Y5Z9	29914
IRAK3	Q9Y616	11213
F11R	Q9Y624	50848
GPC6	Q9Y625	10082
NPTN	Q9Y639	27020
ADGRG1	Q9Y653	9289
KCNMB2	Q9Y691	10242
CLIC4	Q9Y696	25932
NFS1	Q9Y697	9054
CACNG2	Q9Y698	10369
CYP46A1	Q9Y6A2	10858
CFAP20	Q9Y6A4	29105
ARFGEF2	Q9Y6D5	10564
ARFGEF1	Q9Y6D6	10565
MAD1L1	Q9Y6D9	8379
STK24	Q9Y6E0	8428
SIRT4	Q9Y6E7	23409
PARP3	Q9Y6F1	10039
WNT6	Q9Y6F9	7475
DYNC1LI1	Q9Y6G9	51143
SNCAIP	Q9Y6H5	9627
KCNE3	Q9Y6H6	10008
USP3	Q9Y6I4	9960
KCNE2	Q9Y6J6	9992
OAS3	Q9Y6K5	4940
AK5	Q9Y6K8	26289
IKBKG	Q9Y6K9	8517
CSNK1G3	Q9Y6M4	1456
SLC30A1	Q9Y6M5	7779
ROBO1	Q9Y6N7	6091
USH1C	Q9Y6N9	10083
SESN1	Q9Y6P5	27244
TNFRSF11A	Q9Y6Q6	8792
NCOA3	Q9Y6Q9	8202
NUMBL	Q9Y6R0	9253
MAP3K4	Q9Y6R4	4216
SCIN	Q9Y6U3	85477
WASF2	Q9Y6W5	10163
DUSP10	Q9Y6W6	11221
SERP1	Q9Y6X1	27230
LY96	Q9Y6Y9	23643
